Name
Aberdeen Angus
Dixie Dew
Dixie Julep
Dixie Stinger
Dixie Whiskey Cocktail
Dixieland Tea
Doc Holiday
Don Matteo
Don Pedro
Douchebag
Down Home Punch #2
Dr Jack
Dr. Daniel
Dr. Dewar's
Dr. Pecker
Drunk on Christmas
Dry Manhattan
Dry Manhattan #2
Dry Rob Roy
Dubliner
Dubonnet Manhattan
Duck Cocktail
Dundee Dream
Eastern Manhattan
Electric Marcucci
Elk's Own Cocktail
Embassy Royal
Empire Glory
Eruption
Everybody's Irish Cocktail
Evil Jake
Exotica
Eyes Wide Shut
"Faith, Hope, and Garrity"
Fancy Bourbon
Fancy Free
Fancy Scotch
Fancy Whiskey
Faux Scrumpy
Felix Longwater
Fine and Dandy
Five Before Flying
Flaming 7-7
Flaming Cornholio
Flaming Layrnx
Flapjack Shooter
Flatlander's Folly
Flying Fuck
Flying Scotsman
Flying Squadron
Fontainebleau Sidecar
Formula 420
Four Roses Cocktail
Fox And Hounds
Fox River Cocktail
French 95
Frisco Cocktail
Frisco Sour
Frisco Sour
Frisky
Frozen Gael
Frozen Pine
Fruit Fly
Fucked Up New Year
Fuzzy Rita
Galliano Toddy
Gandy Dancer
Gas and Coke
Gault's Gumption
Gay Mountie
George and Ginger
Geraldine
Glicktail
Gloom Lifter
God's Great Creation
Godfather
Gogl-Mogl
Gold Mine
Golden Nail
Golden Nugget
Golden Rye Fizz
Gorilla Fart #4
Graceland
Gracious Enjee
Grampa Doogin
Grand Master
Great Head
Green Goddess
Green Mist
Green Puma
Gremlin
Grovschpol
Grovspol
Grumpier Old Man
Grumpy Old Man
Hairy Ass
Hara Kiwi
Harry Boy
Hawaiian Stone Sour
Haymaker
Head Banger
Hearty Susan
Heather Blush
Hell Bender
Hell Hole
Hell's Kitchen
Help Wanted
Her Inner Secret
Hershey Squirts
High Road
Highball Cocktail
Highland Cooler
Highland Cream
Highland Fling Cocktail
Highland Sling
Hillbilly Bob's Mountain Drink
Hiroshima Cocktail
Hole-In-One
Hoot Mon Cocktail
Horse and Rider
Horse Feathers
Horse's Neck with a Twist
Hot Brick Toddy
Hot Deck
Hot Irish
Hot Mon
Hot Pecker
Hot Scotch Nightcap
Hot Whiskey
Hot Whiskey Punch
Hot Whiskey Toddy
Hunter Cocktail
Iced Jack
Iced Velvet
Imagination
Ink Street
International Jack
Irish Blackthorn
Irish Canadian
Irish Cream #2
Irish Cream #2
Irish Cream #3
Irish Cream Liqueur
Irish Highball
Irish Milk Punch
Irish Redhead
Irish Rickey
Irish Spring
Irish Whiskey Cocktail
Irish Whiskey Highball
Italian Crown
Italian Heather
J. R.'s Godchild
J. R.'s Godfather
J. R.'s Revenge
Jack and Coke
Jack and Dewanne
Jack and Ginger
Jack and The Dr.
Jack Daniel's Lynchburg Lemonade
Jack Frost
Jack Leg
Jack Lemmon M.D.
Jack Rogers
Jack Sprite
Jack Your Melon
Jack's Bagpipe
Jack's Vanilla Coke
Jack-Off
Jack-Off #2
Jackbull
Jackhammer
Jackknife
Jackson Jack
Jagger's Satisfaction
Jailbreak
Jake Cocktail
James The Second Comes First
Japanese Fizz
Japanese Jack
Jay Leno
Jersey Gentleman
Jillian's Yankee
Jillionaire
Jim Cox
Jim Kroener
Jim's Cream
Jim's Nuts
Jo Jo
Joan Mirí³
Jock Collins
Jock-In-A-Box
Jockey's Choice Manhattan
Jocose Julep
Joe Collins
John Collins
Joyce of Hillhouse
Kentucky B And B
Kentucky Blizzard
Kentucky Cocktail
Kentucky Colonel
Kentucky Mule
Kentucky Wildcat
Kevin's Special Blend
Kicking Cow
Kiltlifter
King Cole Cocktail
King Cole Cocktail
Kiss on the Lips #2
Klondike
Klondike Cooler
L'aird Of Summer Isle
L.A. Cocktail
La Rosa
La Tigre
Ladies Cocktail
Lady's Cocktail
Lara Croft
Lark
Lawhill Cocktail
Lemon Highlander
Lemony Summer
Leprechaun
Limestone Cocktail
Linstead Cocktail
Liquid Cocaine #5
Lithium Motherfucker
Loch Lomond
Loch Ness Mystery
Log Cabin
Los Angeles Cocktail
Louisville Cooler
Louisville Lady
Lynchburg Beer
Ma Bonnie Wee Hen
Ma Wee Hen
Ma Wee Hen
Macbeth's Dream
Maeek
Magnolia Maiden
Mahwah Iced Tea
Major Bradbury
Mamie Gilroy
Man o' War
Man of the Moment
Mandarine Bourbon
Manhasset
Manhattan Bella
Manhattan Cocktail
Manhattan for Rome
Manhattan Perfect
Maple Leaf
Mark Twain Cocktail
Marlene Dietrich
McDuff
Menday's Peril
Miami Beach Cocktail
Midori Sour
Milk Tooth
Millionaire
Mint Julep
Mississippi Magic
Mist and Cola
Mist Cream
Mist Iced Tea
Mistea
Mitch's Jim Beam Drink
Mithering Bastard
Mohican
Molehill Lounger
Monkey Spanker
Monongahela Cobbler
Morning Glory Fizz
Morning Glory Fizz #2
Morning with the Leprechauns
Mountain Berry Punch
Mountain Cocktail
Mountie
Mt. Jack
Mundo Fine
Naple's Old-Fashioned
Narragansett
Nay-Nay Strohmeyer
Neon-Geek
Neumann
Neuralizer
New Orleans Cocktail
New Orleans Sazerac
New York Cocktail
New York Flip
New York Sour
New Yorker
Nightie Lifter
North Dakota Special
Nuclear Blue
Old Fashioned
Old Fashioned (Sweet)
Old Fashioned Manhattan
Old Groaner
Old Groaner's Wife
Old Moorhen's Shredded Sporran
Old Nick
Old Pal Cocktail
Old Sunkist
Old Yeller
Old-Fashioned Cocktail
Opening Cocktail
Opening Night
Orange Beam
Orange Climax
Oriental Cocktail
Original Old Fashioned
Ortensia
Ozone #2
Paddy Cocktail
Paddy's Girl
Palmer Cocktail
Pamplemousse
Papa Muminek
Park Paradise
Pat Quinn
Peach Me Tender
Pearl Harbour Revisited
Pee Wee Herman
Peg
Pendennis
Perfect Manhattan
Perfect Rob Roy
Picon Whiskey
Pillow Biter
Pillow Mint
Pineapple Julep
Pink Almond
Pink Panties
Piper At Arms
Piper At The Gates Of Dawn
Plank Walker
Plenty O'Toole
Pooh Bear
Poor Tim
Porterhouse Blue
Preakness Cocktail
Presbyterian
Prince Rupert
Pucker
Purgavie
Quagmyre
Quebec Cocktail
Ragged Company
Rainbow Julep
Rattlesnake Cocktail
Rebel Rouser
Rebel Yell Cocktail
Red Frog
Red Raider
Redneck Margarita
Reptile
Riprock
Ritz Old-Fashioned
Rob Roy
Robicheaux
Rochdale Cowboy
Rock Lobster
Roger Swims a Mile
Rory O'More
Roy Rodgers' Corpse
Royal Caribbean Fuck
Royal Crown Royal
Royal Flush
Royal Laundry
Royal Peaches and Cream
Rubber Chicken
Rugburn
Rusty Mist
Rusty Nail
Rusty Screw
Rye and Ginger
Rye and Pepper
Rye Club Cocktail
Rye Sling
Rye Sour
Rye Whiskey Cocktail
Sand Dance
Saturday Night Special
Sazerac
Sazerac #2
Sazerac Cocktail
Scarlett's Torch
Scofflaw
Scotch And Water
Scotch Bird Flyer
Scotch Bishop Cocktail
Scotch Cobbler
Scotch Cooler
Scotch Daisy
Scotch Fix
Scotch Flip
Scotch Highball
Scotch Holiday Sour
Scotch Melon Sour
Scotch Mist
Scotch Old-Fashioned
Scotch Rickey
Scotch Sour
Scottalian
Screamin Hudson
Seething Jealousy
Seven and Seven
Seven Veils
Sever St. Special
Shamrock
Shamrock #2
Sherman Tank
Sky Highball
Slider
Slippery Dickel
Slippery Surprise
Snakebite
Snapple Sensation
Sneaky Pete
Snowball #3
Socrates
Sour Apple #2
South Coast Cocktail
Southern Delta
Southern Harmony
Southern Raspberry Tart #2
Southern Sour
Southern Suicide
Southfork Coffee
Speaker of the House
Spearmint Lifesaver
Special K
Sporran Cooler
Spritsor
Spy Catcher
St. Patrick's Day
Steeplechase
Stella's Rose
Stiletto
Stiletto #2
Stiletto Manhattan
Stock Market Crash
Stone Fence
Strip and Yell
Strongarm
Sunbeam
Surprise Browst
Sweet Manhattan
Sweet Manhattan #2
Sweet Science
T.L.C.
T.N.T. Cocktail
Tartan Swizzle
Tartantula
Teacher's Pet
Tempo Setter
Tennessee Margarita
The Bootlegger
The Drink Of Champions
The Irresistible Manhattan
The Jumpin' Black Jack
The Race
The Texas Mudslide
Three-Legged Monkey
Thriller
Throw Me Down and Fuck Me
Tiger Jack
Tiger Juice
Tiki Lemonade
Tipperary Cocktail
To Hell With Swords And Garter
Toasted Fisherman
Topaz
Tower Topped
Trilby Cocktail
Tropical Whiskey Punch
Trouser Rouser
Troya
Tuna on Rye
Turkey Feather
Turtle
Twin Hills
Twin Peaks
Two Turtles
Velvet Kilt
Velvet Presley
Velvet Tongue
Villa Park
Ward Eight
Warm Woolly Sheep
Washington Apple Cocktail
Washoe Peel
Weekend On The Beach
Whiskey All In
Whiskey Cobbler
Whiskey Cocktail
Whiskey Collins
Whiskey Cooler
Whiskey Crusta
Whiskey Daisy
Whiskey Fix
Whiskey Fizz
Whiskey Flip
Whiskey Highball
Whiskey Hot Toddy
Whiskey Manhattan
Whiskey Milk Punch
Whiskey Orange The Jesperian Way
Whiskey Peach Smash
Whiskey Plush
Whiskey Rickey
Whiskey Sangaree
Whiskey Sling
Whiskey Smash
Whiskey Sour
Whiskey Sour Old Fashioned
Whiskey Swizzle
Whiskey to Go
Whisky Mac
Whisky Martini
Whisky Melba
White Christmas
White Man
Widow Woods' Nightcap
Wild Black Betty
Wild Cherry
Wild Irish Rose
Wild Island
Wild Jackalope
Winter Garden
Witch Hunt
Woodward Cocktail
Yukon Dew Me
