Name
5th Avenue
Caramel Nut Ice Cream
Caribbean Bulldog
Caribbean Hot Chocolate
Caribbean Kiss
Caribbean Milk
Caribbean Screwdriver
Carolina Dream
Carribean Catholic
Carrie's Pink Blossom
Carrot Cake
Carry's Caribe
Casablanca
Casino Royale
Castillian Hot Chocolate
Cat's Meow
Cattie Suprise
Cavalier
Celtic
Cerebral Hemorrhage
Chambord Kiss
Chaos Cocktail
Charles's Caribbean
Charlie's Angel #2
Chartreuse Chocolate Kiss
Checkerboard
Cherried Cream Rum
Cherry Chocolate Milk Royal
Cherry Cream Rum
Cherry Rum
Chilled Chocolate Grasshopper
Chilled Orgasm
China Girl
Choclatini
Choco Buca
Choco Colada
Choco-banana Tini
Chocolate Almond Kiss
Chocolate Buzz
Chocolate Carmel Martini
Chocolate Cherry Bomb
Chocolate Chicken
Chocolate Chimp
Chocolate City
Chocolate Dream
Chocolate Espresso
Chocolate Flip
Chocolate Heart
Chocolate Heaven Martini for 2
Chocolate Kiss
Chocolate Leprechaun
Chocolate Lovers Martini
Chocolate Maple Moo
Chocolate Mint Rum
Chocolate Mint Smooth
Chocolate Mountain
Chocolate Paradise
Chocolate Punch
Chocolate Raspberry Cream
Chocolate Russian
Chocolate Shake
Chocolate Slam
Chocolate Snow Bear
Chocolate Snowball
Chocolate Stick
Chocolate to Die For
Chocolate Toasted Almond
Chocolate Twist
Chocolatier
Choklad Prins Bertil
ChoozyMothers Milk
Chop Nut
Chump
Chunky Monkey
Cinnamon Cream
Cinnamon Nuts and Cream
Citron Cheese Cake
Citrus Cactus
Climax
Cloudberry Cocktail
Clover Club Cocktail
Clover Club Royal
Clover Leaf Cocktail
Club Paradise
Cocaine Lady #2
CoCito
Coco Blossom
Coco Channel
Coco Cognac
Coco Tropico Smoothie
Cocoa Colada
Coconut Cream Pie
Coconut Daiquiri
Coconut Dream
Coconut Frappe
Coconut Gin
Coconut Monkey
Coconut Telegraph
Coconut Toastie
Coffee Alexander
Coffee Cocktail
Coffee Colada
Coffee Cream
Coffee Crisp
Coffee Crisp Shot
Coffee Flip
Coffee Grasshopper
Coffee Sour
Cognac Flip
Cognac Zoom
Cointreau Caress
Colada Brazil
Colada Collision
Cold Porridge
Colditz
Colorado Avalanche
Colorado Bulldog
Colorado Pitbull
Colorado Pug
Comforting Coffee
Conca de Fuego
Confirmed Bachelor
Conga Line
Cookies 'n' Cream
Copacabana
Cordial Cherry
Cornell Cocktail
Cossak
Cotton Club
Cream Bomb
Cream Fizz
Cream Samba
Cream Seven Simulator
Cream Soda Shaker
Creamin' Beemin'
Creamjager
Creamsicle
Creamsicle #3
Creamsicle Dream
Creamy Crispy Crunch
Creamy Kiss
Creamy Niall
Creamy Orange
Creamy Pina Colada
Creamy Punani
Creamy Root Beer Float
Creamy Sam
Creamy Screwdriver
Creamy Snatch
Creative Native
Creme De Cachaca
Creme de Gin Cocktail
Creme Dream
Crooked Sister
Crucifix of Love
Cuban Cherry
Cuban Cigar
Cubano
Cum Guzzler
Cum In A Hot Tub
Cupid's Kiss
Dambuster
Dark Indulgence
David Bareface
Davis Dream
Daydream
Dead Man's Handle
Death By Oreos
Death Everywhere
Death's Chocolate Design
Decadance
Deep Dark Secret
Deep Pleasure
Delicias de la Habana
Della's After Dark
Denmark Orgasm
DeRosier
Dickhead's Delight
Dirty Grasshopper
Dirty Moma
Dirty Momma
Dirty Monkey
Dirty Rotten
Dirty Shaft
Dirty Strawberry
Dirty White Mother
Disaronno and Cream
Discordia
Dizzy Dame
Doctor Dawson
Dog Biscuit
Dominican Coco Loco
Don Giovanni
Double Intention
Douglas Fairbanks
Down Under Dreamsicle
Dragoon
Drambuie Coffee
Dreamin' Caribbean Cocktail
Dreamsicle #2
Dreamsicle #3
Dreamy Banana Smoothie
Drift
Dubliner
Duck Shit Inn
Dusty Rose
Dutch Velvet
Dutchie
Easter Bunny
Egg Cream
El Floridita
El Sabor
El Salvador
Elephant Shake
Elk's Own Cocktail
Emerald Isle Cooler
Enchantress
Enchantress Divine
End of the Road
Epidural
Erictini
Eskay Slammer
Espresso Martini #2
Etyk
Event Horizon
Everglades Special
Excalibur
Exotica
Explorer's Reward
Exstatic Orgasm
Failure
Fairy Belle Cocktail
Faux Nog
Feel The Burn
Felching Banana
Fern Gully
Festival Cocktail
Field of Hearts
Fifth Avenue
Five-Dollar Margaret
Flaming Delicious
Flaming Lamborghini
Flaming Lamborghini #2
Flamingo Fuzz
Flamingo Squeezer
Flapjack Shooter
Fluffy Dog
Fluffy F
Flying Gorilla
Flying Grasshopper
Flying Kangaroo
Forza FCK
Fox And Hounds
Foxy Lady
Frangelico Float
Free Silver
French Colada
French Dream
French Kiss
French Toast #2
French Vanilla Godiva
Friar Tuck
Friar's Luck
Fridays Frozen Mudslide
Froth Blower Cocktail
Frozen Apple
Frozen Aquavit
Frozen Brandy And Rum
Frozen Girl Scout
Frozen Grasshopper
Frozen Kahlua Mudslide
Frozen Leprechaun
Frozen Mudslide
Frozen Nipples
Frozen Orange Dream
Frozen Pussy
Frozen Sex
Fruit Loop
Fucked Up Float
Funky Monkey
Fuzzy Ethan
G-Boy
G-String
G.I. Giraffe
Galapagos
Galway Grey
Gardenia
Gareth Glowworm
Gentle Bull
Georgio
German Cherry Bomb
Ghost
Ghostbuster
Gin Alexander
Gin Milk Punch
Ginelico
Gingerbread Man #2
Gingersnap
Girl Scout Thin Mint Cookie
Gloom Lifter
Goat Herder
God's Child
Godchild
Godiva Chocolate Covered Banana
Godiva Irish Coffee
Godiva Mudslide
Godiva Whisper
Gold Mine
Golden Bronx
Golden Cadillac
Golden Cadillac #2
Golden Colada
Golden Dream
Golden Girl
Golden Shooter
Golden Slipper
Golden Star
Golden Sunset
Good 'n Plenty
Good Action
Goodness Gracious
Gorilla Milk
Gorilla Milk #2
Grand Royal Fizz
Grape Bubbolicious
Grapefruit Nog
Grasshopper
Green Alexander
Green Coconut
Green Cow #2
Green Doodoo
Green Eyes
Green Fairy
Green Milkshake
Greenland
Grendel
Grovspol
Gump Cocktail
Hairy Coconut
Hammer and Tongs
Happy Holly-daze
Hard Dick
Hard On
Harley Davidson
Hawaiian Eye
Headcrack
Healthy Spice
Heberts Alexander
Hello Nurse
Hennessy Alexander
Henry Morgan's Grog
Hermie's Hard Neapolitan
High Jamaican Wind
High Tide
Highland Cream
Hillbilly Bob's Mountain Drink
Hollywood Nuts
Homecoming
Hornpipe
Horny Toad
Horny White Girl
Hot and Creamy
Hot Buttered Snow
Hot Butterscotch Cocoa
Hot Choco-Mora
Hot Chocolate Butternut
Hot Coconut Coffee
Hot Nuts
Hot Peppermint Patty
Hot Port Flip
Hot Young Lady
Hufflepuff
Hula Shake
Hummingbird
Hummingbird #2
Hunter Mountain
Huntress Cocktail
Hyperactive Apple
Ice Cream Flip
Ice Cream Float
Ice Cream Schnapps
Ice Storm
Iceball
Iceberg
Iced Irish Coffee
Il Magnifico
Impatient Virgin
Imperial House Bracer
In the Marketplace
Insane Asylum
Ira Cocktail
Irish C-4
Irish Cactus
Irish Chocolate
Irish Chocolate Milk
Irish Coconut
Irish Cow
Irish Cream #2
Irish Cream BTB
Irish Cream Liqueur
Irish Cream Special
Irish Dawg
Irish French Kiss
Irish Hot Chocolate
Irish Immigrant
Irish Mint
Irish Mudslide
Irish Orgasm
Irish Paddy
Irish Pinata
Irish Quaalude
Irish Rose
Irish Tea
Irish Vanilla Coffee
Iron Butterfly
Iron Hindu
Island Affair
Island Rose
Island Trader
Italia
Italian Colada
Italian Delight
Italian Sombrero
Italian Sunrise #2
J. R.'s Godchild
Jack Shit
Jake White Special
Jamaica Hop
Jamaica Kiss
Jamaican Bum
Jamaican Hop
Jamaican Ten Speed
Jamaican Tennis Beads
Jason Voorhies
Java Jam
Javahopper
Jay's Rootbeer Dream
Jean Lafitte
Jen's Hot Chocolate Butterscotch
Jeremiah
Jewish Bulldozer
Jillionaire
Jimtini
Jock-In-A-Box
Jones
Julia
Jungle Coffee
Jungle Jizz
Jungle Milk
Justine
Kahlua Bomb
Kahlua Butterball
Kahlua Cookie
Kahlua Cream Soda
Kahlua Frost
Kahlua Fudge Shake
Kahlua Kiss
Kahlua Madness
Kahlua Mocha Milkshake
Kahlua Mudslide
Kahlua Peppermint Pattie
Kahlua Twist
Kamora and Cream
Kamora Cocoa Dream
Kamora Coffee Italiano
Kamora Coffee Nut
Kamora Rich Rewards
Kamora Spanish Coffee
Kamora Vanilla Shake
Kappa Colada
Karlsson
Karlsson's Dream
Kathy's Concoction
KC Rum
Kenai Campfire
Key Lime Cosmo
Key West Song
Kialoa
Kick in the Balls
Kick In The Glass
Kickstand
Kika
Kill 'em with Kindness
Kill Me Now Kahlua
Kim Special
King Alfonse
King Kong
King Peach
Kinky Orgasm
Kis-Kesay
Kish Wacker
Kiss From Rudy
Kitty Nectar
Kiwi Colada
Klondike
Knickerbein Cocktail
Koala Bear
Kodiak Sled Dog
KOJ
Kretchma Cocktail
Kuni's Helper
Lady 52
Lady Love Fizz
Lallah Rookh
Lambada
Landed Gentry
Lara's Russian Qualude
Las Vegas
Latin Dream
Latin Love
Lava Flow
Lavender Lady
Lazy Daze
Leadville Hot Chocolate
Leah's Last Hope
Leah's Last Hope #2
LeFreak
Lemon Tree
Leprechaun Taint
Lesbian Slumber Party
Letitia's Penisbutter Cup
Liebfraumilch
Lil Naue
Liqiud Mintaero
Liquid After-Eight
Liquid Gold
Liquid Rocher
Liquid Snickers
Lisa's Rooted Beer Float
Loco Cocoa Mocha
Log Cabin
London Freeze
Long Tall Cowboy
Loon Fart
Los Angeles Cocktail
Lost Cherry
Love Daisy
Love in the Afternoon
Luftschlange
Luscious Butta
Lust for Life
Ma' Bonnie Wee Hen
Macarena Mist
Machiavelli Pina Colada
Mad Russian
Magic Flute
Magic Star
Maiden Head
Maktak Special
Malibu Creme
Malibu Massage
Malibu Mocha Milkshake
Mallis 97
Mama Mia
Mama Mia #2
Mandarin
Mansion Mind Eraser
Margaret In The Marketplace
Maria Mia
Marrakech Express
Martian Hard On
Martian Sex Monster
Maxim
Mayan O'Brien
McGuire's Fuzzy Irishman
McShake
Mekong
Melon Colada
Melon Pousse Cafe
Melty Snowman
Menage A Trois
Merlins Monkey
Metromelt
Mexican Bliss
Mexican Blonde
Mexican Cherry Bomb
Mexican Colada
Mexican Hot Chocolate
Midnight Cowboy
Midnight Mint
Midori Colada
Midori Green Russian
Midori Splice
MILF
Milk Punch
Milk Shake 43
Milk Stiffy
Milky Nooky
Milky Way Galaxy
Million-Dollar Cocktail
Millionaire
Milpsi
Mint Chip Ice Cream
Mint Chocolate Chip
Mint Cocoa Mocha
Mint Vacation Treat
Miscegenation
Mississippi Mud Pie
Mistletoe
Mistress
Misty Loch
MOB
Mocha Flip
Mocha Maria
Mocha Mint
Mocha Nut
Mogul Masher
Mohican
Moira
Moment Brutale
Monk's Butt
Monkey's Lunch
Monkey's Nuts
Mont Blanc
Montezuma
Moo Moo
Moo Moo Land
Morgan's Mountain
Morning Junkie Monkey
Morning Milk
Mother Fucking Ape
Mother Moo
Mounds
Mount Chocolate
Mountain Cocktail
Mozart Cola
Mozart Milkshake
Mozart Sonatine
Mozartus
Mr G
Mud Slide
Muddpuddle
Muddy River
Mudslide
Mudwrestle
Mulata
Multiple Orgasm
Multiple Orgasm #2
Mundo Fine
Mutual Orgasm
N'awlins Mudslide
Nagel Nectar
Naked Shake
Napoleon's Mexican Winter
Neon Tower
Neopolitan Dream
Network Special
New Orleans Fizz
New York Flip
Nichols' Flaming Cocktail
Nicky's Sweet Tooth
Nightcap
Nightwalker
Nooner
Norman Porto Flip
North Pole Cocktail
Nuck'n Futs
Nuclear Smoothie
Nuclear Waste #2
Nutcracker #2
Nutney
Nuts and Berries
Nuts and Cream
Nuts Banane
Nutty Angel
Nutty Banana
Nutty Belgian
Nutty Buddy Martini
Nutty Ginger
Nutty Irishman
Nutty Nipple
O & Cream
Oasis
Oatmeal Cookie and Hot Chocolate
Occhi Blu
Ogre Drink
Oki Sun
Old Pirate
Old-Fashioned Chocolate Coke
Olympia-Flip
One Ball Left
Orange Bomb
Orange Coffee Cocktail
Orange Flamingo
Orange Smooth
Orange Swamp
Orange Velvet
Orange Whip
Orangesicle
Orchid
Oreo Speedwagon
Organ Grinder
Orgasm
Orgasm #3
Orgasmic Fantasy
Orient Express
Owen Moore
Painting Pink
Paisano
Panama
Panama Cocktail
Panama Deluxe
Panty Dropper
Papagena
Paradise Peaches and Cream
Paralyzer
Paralyzer #2
Paris Paradise
Parisian Blond Cocktail
Parisian Blonde
Pascal
Pasquale's Rico Suave
Passcack Valley Orgasm
Passion
Patria Colada
Peach Blow Fizz
Peach Bunny
Peaches and Cream
Peachtree Square
Peanut Coffee Frenzy
Peppermint Aztec
Peppermint Crisp
Peppermint Stick
Perfect Lady
Phantasm
Phantom
Pickled Tink
Pina Colada
Pina Colada #2
Pineapple Francine
Pineapple Hornblower
Ping-Pong Cocktail
Pinglan
Pink Cream Fizz
Pink Creole
Pink Drink
Pink Fingers
Pink Flamingo #2
Pink Forest
Pink Heart
Pink Lady
Pink Panties
Pink Rose Fizz
Pink Russian
Pink Squirrel
Pink Squirrel #2
Pink Tutu
Pinky Colada
Piper At The Gates Of Dawn
Pirate Float
Pirate Margarita
Pisang Cold
Pisang Pistace
Pistachio Cream
Pistachio Mint Ice Cream
Pitbull On Crack
Plastered Possum
Platinum Blonde
Plenty O'Toole
Pompeii
Pond Scum
Pooky and Chooky
Poppy Cocktail
Port Wine Flip
Porto Flip
Potent Possum
Prince Igor's Nightcap
Princess Pousse Cafe
Pudwacker
Pumpkin Eater
Pure Ecstacy
Purple Dream
Purple Fairy Dream
Purple Love
Purple Mask
Purple Orchid
Purple Orgasm
Purple Panty Dropper
Quagmyre
Queen Soda
Quentin
Quick Decision
Raspberry Beret
Raspberry Beret #2
Raspberry Cheesecake
Raspberry Colada
Raspberry Cream
Raspberry Felch
Raspberry Kiss
Raspberry Romance
Raspberry Russian
Raspberry Truffle
Rattlesnake Cocktail
Ratty Ol'Deer Head
Razzbaretto
Ready Steady
Rebel Russian
Rebel Yell Cocktail
Reisen
Remote Control
Renaissance Cocktail
Reservoir Dog
Reve Satin
Rhode Island Ice Coffee
Riviera
Road Runner
Roadster
Roasted Toasted Almond
Robin's Nest
Rock Lobster #2
Roffsing
Root Beer Float
Royal Clover Club Cocktail
Royal Cocktail
Royal Temptation
Rugburn
Rum Alexander
Rum Coke Float
Rum Milk Punch
Rum Sunday
Russian Banana
Russian Bear
Russian Cadillac
Russian Cocktail
Russian Cream
Russian Qualude
Russian Qualude #2
Russian Satellite
Russian Sombrero
Russjkov
Saoco
Saronno Peach Fuzz
Satin Angel
Savannah
Schoko Royal
Scooter
Scorpino
Scotch Bird Flyer
Scottie Mac
Screaming Banana Banshee
Screaming Epsilon
Screaming Multiple Climax
Screaming Multiple Orgasm
Screaming Orgasm
Screaming Orgasm (San Francisc...
Screaming Slippery Bald Beaver
Screaming White Orgasm
Screwdriver a la Carla
Separator
September Morn
September Morning
Seven Dials Cocktail
Sevilla Cocktail
Sevilla Cocktail #2
Sex On The Beach #6
Sex on the Beach #9
Sexy Blue Eyed Boy
Shamrock #2
Sherry Milk Punch
Shocking Chocolate
Silk Stockings
Silver Bronx
Silver Cloud
Silver Fizz
Silver Jubilee
Silver King Cocktail
Simple Charm
Simply Exquisite
Sky Pilot
Slick Rick
Slider
Slime Cocktail
Slippery Eggs
Slippery Nipple
Slippery Nutcracker
Slippery Panties
Slippery Strawberry Bald Beaver
Slippery Tasty Bald Beaver
Slippery Virgin
Smith and Kearns
Smith and Wesson
Smooth Operator
Snake Piss
Snicker
Snow Melt
Snow Snake
Snowplow
Soft Love
Sombrero
Southern Peach
Southern Santa
Spanish Coffee #2
Splender Blenders
Spooge
Spunky Monkey
Standard Cream
Starla's Waver
Starry Night Martini
Stars and Stripes
Storm Trooper
Strawberries And Cream
Strawberry and Coffee Cream Soda
Strawberry Blonde
Strawberry Cascade
Strawberry Colada
Strawberry Cream
Strawberry Dawn
Strawberry Dream
Strawberry Fetish
Strawberry Knockout
Strawberry Patch
Strawberry Tropicolada
Strega Sun Witch
Sugar Daddy
Supreme
Sweet Temptation
Swimming Pool
Tangerine Dream
Tanyahtoo
Tattooed Love Goddess
Ten Pin Gin
Tennessee Cream
Tequila Cocktail
Teresa's Dream Shake
Tete d'Armee
Texas Sling
Texas Sunset
The Dangerous Dave
The Drunken Elf
"The Gold, The Bad, and The Ugly"
The Italian Job
The Marv Alberts
The Power Of Milk
The Whole Maryann
The World's Best Pina Colada
Three-Legged Monkey
Thunder
Tidbit
Tiger's Milk
Titia's Tushie
Toasted Almond
Toblerone
Toblerone #2
Tony Roma's Chocolate Martini
Tootsie Pop
Toreador
Torombolo
Torridora Cocktail
Trogg's Nog
Tropical Clarkson
Tropical Cocktail
Tropical Lullaby
Tropicetto
Tropicolada
Trouser Rouser
Tuaca Nutter
Tumbleweed
Turlock Bulldog
Ultimate Mudslide
Umbrella Man Special
Urban Jungle
Vaina
Vanilla Creamsicle
Velvet Hammer
Velvet Hammer #2
Velvet Presley
Vesuvio
Visitor's Treat
Vit Ryss
Vodka Grasshopper
Vodka Pina Colada
Voodoo
Waikiki Beach
War Cloud
Wet Pussy
Whiskey Milk Punch
Whiskey Plush
White Ape
White Bat
White Bull
White Carnation
White Christmas
White Cloud
White Elephant
White Heart
White Jamaican
White Lady
White Lady 1910
White Mess
White Mexican
White Rabbit
White Russian
White Russian #2
White Russian #3
White Sands
White Ukrainian
Wicked Tasty Treat
Widow Woods' Nightcap
Wild Buttery Squirrel
Wild Irish Buttery Squirrel
Wild Slippery Mudslide
Wild White Slippery Mudslide
Will to Live
Wimbledon Cup
Windy Beach
Winter Breeze
Wobbly Knee
Wolf's Lair
Wolfsbane
Wooly Mitten
Xaviera
Yellow Fingers
Yeoman's Passion
Yuppidoo
Zico
