Name
Curtain Call
Drones Club
Dry Daiquiri
East India House
East Wind
Eastern Promises
El Camello Loco
El Coco
El Luchador
El Magico
El Momento Perfecto
El Murciélago
El Presidente (sans grenadine)
El Presidente Menocal Special
El Puente
El Tindero
Elderflower Daiquiri
Entwistle's Error
Epestone Daiquiri
Especie
Eye-opener
Fat Sailor
Fiesta
Fireman's Sour
Flying Tigre Coctel
Forbidden Fruits
Free Town
French Riviera
French Tear #1
Fruit Tree Daiquiri
Fu Manchu Daiquiri
Full Monte
Funky Monkey
Georgetown Punch
Ginger Mojito
Gold Florin
Golden Girl
Golden Reign
Good Hope Plantation Rum Punch
Grand Duchess Cocktail
Granny's
Grape Effect
Grapefruit Daiquiri #1
Greek Piña Colada
Gulf Coast Sex on the Beach
Habanero
Havana Cobbler
Hawaiian Cocktail
High Horse
Hoa Sua
Honey Bee Mine
Honey Wall
Honolulu
Hop Toad #2
Hot Buttered Rum Cocktail
Hot Grog
Huapala
Irresistible
Jackie O's Rose
Jamaican Sunset
Jean Gabin
Jean Lafitte Cocktail
Jelly Belly Beany
Kanu-No
Kava
Kawahori
Kicker
Killer Queen
Kingston Negroni
Knickerbocker Special
Koko Colada
Kool Hand Luke
La Bouche Reelle (The Real Mouth) No.2
La Palma
La Petite Bouche
Legend Reviver
Lemon Chiffon Pie
Lincoln Club Cooler
Long Island Iced Tea Cocktail
Long Island Lemonade
Look for the Silver Lining
Love Unit
Lux Daiquiri
Luxury Mojito
Machine Head
Mai Tai (Beaumont-Gantt's recipe)
Maison Charles Daiquiri
Malcolm Lowry
Mañana Daiquiri
Manchester Special Rum Punch
Mango Daiquiri
Mango Punch
Marama Rum Punch
Mariel
Market Daiquirí
Martiki
Mastiha Mojito
Melon Collie Martini
Melon Daiquiri #1 (served 'up')
Melon Daiquiri (served frozen)
Messianic Cocktail
Miami Daiquiri
MiAmor
Milk Punch
Millionaire No.1
Monkey Shine
Mother Rum
Mr President
Nantucket
Naranja
Naranja Daiquiri
Neal's Barbados Cosmopolitan
Nightcap
Northern Sun
Nuez Daiquiri
Orang-A-Tang
Outrigger
P.S. I Love You
Pablo à Paris cocktail
Painkiller Old Fashioned
Palmetto Cocktail
Pancho Villa
Parasol
Passion Fruit Daiquiri
Passion Fruit Rum Punch
Peach Daiquiri
Pedro Collins
Pina Colada Cocktail (Cuban Style)
Pineapple Fix
Pineapple Fizz
Pink Daiquiri
Pino Pepe
Planteur
Platinum Blonde (creamy)
Plum Daiquiri
Ponce de Leon
President
Prince of Wales Punch
Punch Back
Quarter Deck
Raspberry Daiquiri
Reborn Padre Blanco
Red Rover
Reef Juice
Ribalaigua Daiquiri
Robin Hood
Roman Punch
Roulette
Ruby Daiquiri
Rum & IT
Rum & Raisin Espresso Martini
Rum Barrel (by Donn Beach)
Rum N Coke Float
Rum Runner
Rumbera
Rusty
Rusty Daiquiri
Santiago al Anochecer
Santiago Daiquiri
Sargasso
Saz with a Sting
Scorpion
Shark's Tooth No.1 (Trader Vic's)
Sloppy Joe
Slow Comfortable Screw Against a Cold Hard Wall With a Kiss
Smokin Rose
Smooth & Creamy
Snow White Daiquiri
Sorrel Rum Punch
Sputnik #2
Staffordshire Delight
Stone & Gravel
Stout Fellow
Strawberry & Balsamic Mojito
Strawberry Daiquiri
Suburban
Suit & Tai
Sunshine Cocktail No.1
Sunshine Cocktail No.2
Swedish Rum Punch
Sweetie Pie
Tanglefoot
Tennessee Iced Tea
Test Pilot
Texas Iced Tea
Thai Red Daiquiri
The Affiliate
The Beauty Beneath
The Epicurean
The Fernando
The Getaway (AKA Cynar Daiquiri)
The Guest
The Knight Cup
The Lady Wears Red
The Leavenworth
The Mackinnon
The Ocho Watchman
The Optimist
The Pan Am Cocktail
The Stone Place
The Viento
Three Miller
Toblerone Cocktail
Tre Martini
Treacle No.2
Tropical Daiquiri
Tropical Pineapple Daiquiri
Turquoise Daiquiri
Very Rusty Daiquiri
Voodoo
Waters of Chaos
Whist
White Lion
White Lion (David Embury's recipe)
Wimbledon Martini
Wind-up Bird Chronicle
Woodside
Wordsmith
Wow
X.Y.Z.
Yacht Club
Zac's Daiquiri
Zee Dee
Adios Amigos #2
Adios Amigos Cocktail
Alan's Apple Breeze
Alexandra
All Fall Down
Apple Daiquiri
Apricot Lady Sour
Assisted Suicide
Aunt Agatha
Bahia
Bat Bite
Beach Iced Tea
Black & White Daiquiri
Blue Hawaiian
Blue Mountain Cocktail
Blue Passion
Bolero
Bomber
Bossa Nova #1
Bossa Nova #2
Brass Monkey
Bull's Milk
Bulldog
Butterscotch Daiquiri
Canteen Martini
Caribbean Cruise
Caribbean Piña Colada
Castro
Cherry Daiquiri
Cinnamon Daiquiri
Clipper Cocktail
Coco Naut
Coffee & Vanilla Daiquiri
Cream Soda Cocktail
Cuban Island
Dark'n'Stormy shot
Dingo
Don's Passion
Dorian Gray
Doughnut Cocktail
Efe
El Ritmo
F. Willy Shot
Facundo's Flare
Fancy Drink
Flamingo #2
Fort Lauderdale
Gansevoort Fizz
Ginger Punch
Glass Tower
Golden Bird
Golden Wave
Grateful Dead
Green Horn
Hawaiian Eye
Heavens Above
Hollywood Blvd
Hong Kong Fuey
Honolulu Juicer
Hop Toad #1
Hot Rum Punch
Iced Tea
Jack Dempsey
Jade Daiquiri
Jamaican Me Crazy
Jungle Juice
LA Iced Tea
Lo Mismo
Lola
Long Beach Iced Tea
Mahukona
Mango Rum Cooler
Marshall
Mat the Rat
Mincemeat Pie
Modernista
Monkey Wrench
Montego Bay
New Orleans Black
New Orleans Punch
New Port Codebreaker
Nola Daiquiri
Origins
Palm Springs
Periodista Daiquiri
Pilgrim Cocktail
Plantation Punch
Potted Parrot
President Vincent
Punch & Judy
Relajese con Facundo
Roa Ae
Rococoa
Rum & Raisin Alexandra
Rumba
Santiago #2
Say Say
Séquito
Shark Bite
Solent Sunset
Spanish Armada
Spiced Apple Daiquiri
Spiced Cranberry Cocktail
St Croix Sunset
Sunset (Coconut Rum) 'Martini'
Suppertime Daiquiri
Swimming Pool
Tabu
The Bermuda Triangle
The Tolerance Foundation
Tokyo Iced Tea
Tonga
Tongue Twister
Total Recall
Trinidadi Issues
Tropical Lady
Watermelon Cooler
Welcome Home
Whoop It Up
Yo Ho
Zanzibar
Afterburner
Anita's Attitude Adjuster
Atlantic Breeze
Atomic Dog
B5200
Baltimore Egg Nog
Banana Cow
Blackbeard
Blue Wave
Boston Tea Party
Canaries
Chubacabras Daiquiri
Cuban Master
Cuban Special
Embassy Cocktail
F-16 Shot
Gauguin
Grand Passion
Hand Grenade
Hawaiian
Hummingbird
Hurricane (by Chris McMillian)
Hurricane (original recipe)
Joan Bennett
Martí's Martini
Monk's Habit
Peppermint Vanilla Daiquiri
Purple Flirt #2
Santiago #1
Sentimental Melody
Steel Bottom
The Amalfi
The Ancient Daiquiri
Victoria's Secret
Blue Heaven
Pousse-Café
Flaming Dr Pepper
Flaming Ferrari
1300 Millas
1862 Flip
1st Part
8verlast
A Secret
Adelante
Amalia (Michael Rousseau)
Amandita
Ascético
Asere
Back in Black
Beyond The Veil
Bocado
Buena Vida (by Gonzalo Cabado)
Cambiar
Cantineros Gentleman Daiquiri
Cariño
Chan Chan
Chapter 4
Cipango
Clandestino
Coki Beach
Columbo
Cuban Bishop
Cuban Saint
Doña Lucia
Doremi
Dream Catcher
Efimero
El Bate
El Bohemio
El Imigrante
El Lingüista
El Meu Avi
El Obsequio (The Gift)
El Vestido
Elegance
Empire of Dreams
Encantador
Envious
Equilibrium
Espiritu de Santiago
Eternal Spirit
Evolver
Family Pearl
Father’s Advice
Flight 1862
Flor de Luna
Four Seasons
French Governor
Fuego
Fuerza Positiva
Garden Gimlet
Garrigue
Gloria (by Will Isaza)
Gold Fashioned
Golden Eight
Golden Prestige
Goodwill
Groovy
Guantanamera
Harlequin
Hazy Shade Of Apple
Herencia
Hermosa Despedida
Hug From Mary
Infinita
It Was All A Dream
Kitai
L'Aristocrate
La Blanca
La Familia
La Familia No.2
La Luna
Las Raices
Last Call
Latin Quarter
Le Latin
Libertad
Like You
Limitless
Lis Avi
Lithuanian Daiquiri
Little Wing
Luchadora
Maestro Smash
Magno Cocktail
Mantener La Fe
Maui Tiki Tiki
Meadow
Memento
Mr Dogma
Mr Masso
Nineteenth
Noble Daiquiri
Nostalgia
Nuevo Sol
Ocho Maneras
Orgullo
Original Connection
Pana Pana
Part of Me
Pepin Cocktail
Photon
Pink Me Up
Plum Cake
Poderoso
Purple Sunset
Queen Street Cocktail
Rain or Shine
Ritmo Tropical
Robin Cocktail
Ron de Olla
Ron-Con-Ton
Ru-Yi Knot
Rubí
Rum Reverie
Rumpletini No. 2
Santiago Moment
Save the Legacy
Semilla
Sempiternal
Simple Punch
Solaris
Something Tasty
Spring Revival
Sugar Man
Superhero
Tales of Eight
The Fire Thief
The Globetrotter
The Golden Era
The Golden Moment
The Leaf Nose
The Lennox
The Monarch
The Royal Legacy
The Tourist
Theobroma
True Desire
Turning Leaves
Under My Skin
Unión
Victoria
Victoria Indomable
Volver a Empezar
Wayfarer
Wisdom
